date,tvl,fees,revenue,dex_vol,stbl
2021-06-06,0.00,,,,
2021-06-07,0.00,,,,
2021-06-08,0.00,,,,
2021-06-09,0.00,,,,
2021-06-10,0.00,,,,
2021-06-11,0.00,,,,
2021-06-12,0.00,,,,
2021-06-13,0.00,,,,
2021-06-14,0.00,,,,
2021-06-15,0.00,,,,
2021-06-16,0.00,,,,
2021-06-17,0.00,,,,
2021-06-18,0.00,,,,
2021-06-19,0.00,,,,
2021-06-20,0.00,,,,
2021-06-21,0.00,,,,
2021-06-22,0.00,,,,
2021-06-23,0.00,,,,
2021-06-24,0.00,,,,
2021-06-25,0.00,,,,
2021-06-26,0.00,,,,
2021-06-27,0.00,,,,
2021-06-28,0.00,,,,
2021-06-29,0.00,,,,
2021-06-30,0.00,,,,
2021-07-01,0.00,,,,
2021-07-02,0.00,,,,
2021-07-03,0.00,,,,
2021-07-04,0.00,,,,
2021-07-05,0.00,,,,
2021-07-06,0.00,,,,
2021-07-07,0.00,,,,
2021-07-08,0.00,,,,
2021-07-09,0.00,,,,
2021-07-10,0.00,,,,
2021-07-11,0.00,,,,
2021-07-12,0.00,,,,
2021-07-13,0.00,,,,
2021-07-14,0.00,,,,
2021-07-15,0.00,,,,
2021-07-16,0.00,,,,
2021-07-17,0.00,,,,
2021-07-18,0.00,,,,
2021-07-19,0.00,,,,
2021-07-20,0.00,,,,
2021-07-21,0.00,,,,
2021-07-22,0.00,,,,
2021-07-23,0.00,,,,
2021-07-24,0.00,,,,
2021-07-25,0.00,,,,
2021-07-26,0.00,,,,
2021-07-27,0.00,,,,
2021-07-28,0.00,,,,
2021-07-29,0.00,,,,
2021-07-30,0.00,,,,
2021-07-31,0.00,,,,
2021-08-01,0.00,,,,
2021-08-02,0.00,,,,
2021-08-03,0.00,,,,
2021-08-04,0.00,,,,
2021-08-05,0.00,,,,
2021-08-06,0.00,,,,
2021-08-07,0.00,,,,
2021-08-08,0.00,,,,
2021-08-09,0.00,,,,
2021-08-10,0.00,,,,
2021-08-11,0.00,,,,
2021-08-12,0.00,,,,
2021-08-13,0.00,,,,
2021-08-14,0.00,,,,
2021-08-15,0.00,,,,
2021-08-16,0.00,,,,
2021-08-17,0.00,,,,
2021-08-18,0.00,,,,
2021-08-19,0.00,,,,
2021-08-20,0.00,,,,
2021-08-21,0.00,,,,
2021-08-22,0.00,,,,
2021-08-23,0.00,,,,
2021-08-24,0.00,,,,
2021-08-25,0.00,,,,
2021-08-26,0.00,,,,
2021-08-27,0.00,,,,
2021-08-28,0.00,,,,
2021-08-29,0.00,,,,
2021-08-30,0.00,,,,
2021-08-31,0.00,,,,
2021-09-01,0.00,,,,
2021-09-02,0.00,,,,
2021-09-03,0.00,,,,
2021-09-04,0.00,,,,
2021-09-05,0.00,,,,
2021-09-06,0.00,,,,
2021-09-07,0.00,,,,
2021-09-08,0.00,,,,
2021-09-09,0.00,,,,
2021-09-10,0.00,,,,
2021-09-11,0.00,,,,265778.00
2021-09-12,0.00,,,,
2021-09-13,0.00,,,,
2021-09-14,0.00,,,,
2021-09-15,0.00,,,,
2021-09-16,0.00,,,,
2021-09-17,0.00,,,,
2021-09-18,0.00,,,,
2021-09-19,0.00,,,,
2021-09-20,0.00,,,,
2021-09-21,0.00,,,,
2021-09-22,0.00,,,,
2021-09-23,0.00,,,,
2021-09-24,0.00,,,,
2021-09-25,0.00,,,,
2021-09-26,0.00,,,,
2021-09-27,0.00,,,,
2021-09-28,0.00,,,,
2021-09-29,0.00,,,,
2021-09-30,0.00,,,,
2021-10-01,0.00,,,,
2021-10-02,0.00,,,,
2021-10-03,0.00,,,,
2021-10-04,0.00,,,,
2021-10-05,0.00,,,,
2021-10-06,0.00,,,,
2021-10-07,0.00,,,,
2021-10-08,0.00,,,,
2021-10-09,0.00,,,,
2021-10-10,0.00,,,,
2021-10-11,0.00,,,,
2021-10-12,0.00,,,,
2021-10-13,0.00,,,,
2021-10-14,0.00,,,,
2021-10-15,0.00,,,,
2021-10-16,0.00,,,,
2021-10-17,0.00,,,,
2021-10-18,17199184.00,,,,
2021-10-19,16842212.00,,,,
2021-10-20,17268826.00,,,,
2021-10-21,17278019.00,,,,
2021-10-22,18133491.00,,,,
2021-10-23,18883678.00,,,,
2021-10-24,19300145.00,,,,
2021-10-25,19346914.00,,,,
2021-10-26,18984210.00,,,,
2021-10-27,20447494.00,,,,
2021-10-28,21132407.00,,,,
2021-10-29,19987128.00,,,,
2021-10-30,20426424.00,,,,
2021-10-31,20219674.00,,,,
2021-11-01,20150087.00,,,,
2021-11-02,20407504.00,,,,
2021-11-03,20500234.00,,,,
2021-11-04,20616946.00,,,,
2021-11-05,21417329.00,,,,
