date,tvl,fees,revenue,dex_vol,stbl
2022-07-14,0.00,,,,
2022-07-15,0.00,,,,
2022-07-16,0.00,,,,
2022-07-17,0.00,,,,
2022-07-18,0.00,,,,
2022-07-19,0.00,,,,
2022-07-20,0.00,,,,
2022-07-21,0.00,,,,
2022-07-22,0.00,,,,
2022-07-23,0.00,,,,
2022-07-24,0.00,,,,
2022-07-25,0.00,,,,
2022-07-26,0.00,,,,
2022-07-27,0.00,,,,
2022-07-28,0.00,,,,
2022-07-29,0.00,,,,
2022-07-30,0.00,,,,
2022-07-31,0.00,,,,
2022-08-01,0.00,,,,
2022-08-02,0.00,,,,
2022-08-03,0.00,,,,
2022-08-04,0.00,,,,
2022-08-05,0.00,,,,
2022-08-06,0.00,,,,
2022-08-07,0.00,,,,
2022-08-08,0.00,,,,
2022-08-09,0.00,,,,
2022-08-10,0.00,,,,
2022-08-11,0.00,,,,
2022-08-12,0.00,,,,
2022-08-13,0.00,,,,
2022-08-14,0.00,,,,
2022-08-15,0.00,,,,
2022-08-16,0.00,,,,
2022-08-17,0.00,,,,
2022-08-18,0.00,,,,
2022-08-19,0.00,,,,
2022-08-20,0.00,,,,
2022-08-21,0.00,,,,
2022-08-22,0.00,,,,
2022-08-23,0.00,,,,
2022-08-24,0.00,,,,
2022-08-25,0.00,,,,
2022-08-26,0.00,,,,
2022-08-27,0.00,,,,
2022-08-28,0.00,,,,
2022-08-29,0.00,,,,
2022-08-30,0.00,,,,
2022-08-31,0.00,,,,
2022-09-01,0.00,,,,
2022-09-02,0.00,,,,
2022-09-03,0.00,,,,
2022-09-04,0.00,,,,
2022-09-05,0.00,,,,
2022-09-06,0.00,,,,
2022-09-07,0.00,,,,
2022-09-08,0.00,,,,
2022-09-09,0.00,,,,
2022-09-10,0.00,,,,
2022-09-11,0.00,,,,
2022-09-12,0.00,,,,
2022-09-13,0.00,,,,
2022-09-14,0.00,,,,
2022-09-15,0.00,,,,
2022-09-16,0.00,,,,
2022-09-17,0.00,,,,
2022-09-18,0.00,,,,
2022-09-19,0.00,,,,
2022-09-20,0.00,,,,
2022-09-21,0.00,,,,
2022-09-22,0.00,,,,
2022-09-23,0.00,,,,
2022-09-24,0.00,,,,
2022-09-25,0.00,,,,
2022-09-26,0.00,,,,
2022-09-27,0.00,,,,
2022-09-28,0.00,,,,
2022-09-29,0.00,,,,
2022-09-30,0.00,,,,
2022-10-01,0.00,,,,
