date,tvl,fees,revenue,dex_vol,stbl
2021-03-21,64933229.00,,,,
2021-03-22,65842441.00,,,,
2021-03-23,62926579.00,,,,
2021-03-24,62607414.00,,,,
2021-03-25,60169756.00,,,,
2021-03-26,60169756.00,,,,
2021-03-27,63386771.00,,,,
2021-03-28,64748628.00,,,,
2021-03-29,64797039.00,,,,
2021-03-30,67229352.00,,,,
2021-03-31,68776082.00,,,,
2021-04-01,69032777.00,,,,
2021-04-02,68183027.00,,,,
2021-04-03,68647014.00,,,,
2021-04-04,66759527.00,,,,
2021-04-05,68696060.00,,,,
2021-04-06,70311417.00,,,,
2021-04-07,70311417.00,,,,
2021-04-08,68988389.00,,,,
2021-04-09,67101233.00,,,,
2021-04-10,69726319.00,,,,
2021-04-11,69374240.00,,,,
2021-04-12,72281441.00,,,,
2021-04-13,72833512.00,,,,
2021-04-14,72122927.00,,,,
2021-04-15,76611986.00,,,,
2021-04-16,75934015.00,,,,
2021-04-17,76436571.00,,,,
2021-04-18,74025150.00,,,,
2021-04-19,72032678.00,,,,
2021-04-20,67610681.00,,,,
2021-04-21,66290312.00,,,,
2021-04-22,68159002.00,,,,
2021-04-23,65074099.00,,,,
2021-04-24,62765438.00,,,,
2021-04-25,61247648.00,,,,
2021-04-26,60543004.00,,,,
2021-04-27,59603797.00,,,,
2021-04-28,65417282.00,,,,
2021-04-29,67093514.00,,,,
2021-04-30,66793797.00,,,,
2021-05-01,65747360.00,,,,
2021-05-02,70953468.00,,,,
2021-05-03,71007442.00,,,,
2021-05-04,71143295.00,,,,
2021-05-05,69793604.00,,,,
2021-05-06,67130459.00,,,,
2021-05-07,71644479.00,,,,
2021-05-08,71368887.00,,,,
2021-05-09,72518641.00,,,,
2021-05-10,74422823.00,,,,
2021-05-11,73888688.00,,,,
2021-05-12,71931840.00,,,,
2021-05-13,73898215.00,,,,
2021-05-14,64904055.00,,,,
2021-05-15,65673884.00,,,,
2021-05-16,62229493.00,,,,
2021-05-17,61856103.00,,,,
2021-05-18,58074268.00,,,,
2021-05-19,57230269.00,,,,
2021-05-20,49434203.00,,,,
2021-05-21,53938818.00,,,,
2021-05-22,47484824.00,,,,
2021-05-23,50809210.00,,,,
2021-05-24,46073506.00,,,,
2021-05-25,52088419.00,,,,
2021-05-26,52164410.00,,,,
2021-05-27,52972228.00,,,,
2021-05-28,52697596.00,,,,
2021-05-29,48455525.00,,,,
2021-05-30,47838589.00,,,,
2021-05-31,49617540.00,,,,
2021-06-01,51942814.00,,,,
2021-06-02,51284223.00,,,,
2021-06-03,53260377.00,,,,
2021-06-04,55398792.00,,,,
2021-06-05,52172546.00,,,,
2021-06-06,50973517.00,,,,
2021-06-07,51532530.00,,,,
2021-06-08,49524212.00,,,,
2021-06-09,49250460.00,,,,
2021-06-10,54787696.00,,,,
2021-06-11,53830608.00,,,,
2021-06-12,54367582.00,,,,
2021-06-13,53223517.00,,,,
2021-06-14,58571176.00,,,,
2021-06-15,61321970.00,,,,
2021-06-16,61332278.00,,,,
2021-06-17,58921037.00,,,,
2021-06-18,58987875.00,,,,
2021-06-19,55581510.00,,,,
2021-06-20,56535019.00,,,,
2021-06-21,56765787.00,,,,
2021-06-22,50553613.00,,,,
2021-06-23,52245790.00,,,,
2021-06-24,53576072.00,,,,
2021-06-25,56100449.00,,,,
2021-06-26,51423641.00,,,,
2021-06-27,52044592.00,,,,
2021-06-28,56295311.00,,,,
2021-06-29,56329705.00,,,,
2021-06-30,59308129.00,,,,
2021-07-01,57793658.00,,,,
2021-07-02,55526214.00,,,,
2021-07-03,56046614.00,,,,
2021-07-04,57141176.00,,,,
2021-07-05,58990660.00,,,,
2021-07-06,57538825.00,,,,
2021-07-07,57991615.00,,,,
2021-07-08,58652652.00,,,,
2021-07-09,57583945.00,,,,
2021-07-10,60173057.00,,,,
2021-07-11,59827437.00,,,,
2021-07-12,61621730.00,,,,
2021-07-13,59868831.00,,,,
2021-07-14,59025776.00,,,,
2021-07-15,60375185.00,,,,
2021-07-16,58877684.00,,,,
2021-07-17,58742076.00,,,,
2021-07-18,59238991.00,,,,
2021-07-19,59543359.00,,,,
2021-07-20,58260448.00,,,,
2021-07-21,56418363.00,,,,
2021-07-22,61208442.00,,,,
2021-07-23,62715960.00,,,,
2021-07-24,65573382.00,,,,
2021-07-25,67491005.00,,,,
2021-07-26,69159855.00,,,,
2021-07-27,75225407.00,,,,
2021-07-28,79150030.00,,,,
2021-07-29,81821947.00,,,,
2021-07-30,82357228.00,,,,
2021-07-31,85316303.00,,,,
2021-08-01,87944800.00,,,,
2021-08-02,85431237.00,,,,
2021-08-03,84070420.00,,,,
2021-08-04,82830130.00,,,,
2021-08-05,85851159.00,,,,
2021-08-06,89321394.00,,,,
2021-08-07,93234601.00,,,,
2021-08-08,97368554.00,,,,
2021-08-09,97566629.00,,,,
2021-08-10,102585844.00,,,,
2021-08-11,102052219.00,,,,
2021-08-12,103472326.00,,,,
2021-08-13,100225357.00,,,,
